User ID,Age,Gender,Marital status,Highest level of education completed?,Ownership of land/plot,Ownership of land with certificates,Ownership of mobile phone,Salaries/wages,Trading/selling produce,Service providing income,Piece work/Casual labor,Rental income,Interest from savings/investments,Pension,Social welfare grant,Receive money from others,Expenses covered by others,Other income,Employment type,Main items sold,Main services provided,Sent money in last 12 months?,Last time sent money,Received money in last 12 months?,Last time received money,Frequency of mobile money usage for purchases,Frequency of mobile money usage for bill payment,Literacy in Kiswahili,Literacy in English,Latitude,Longitude,Use of mobile money,Savings behavior,Borrowing behavior,Insurance ownership,Mobile money classification
6035,33,Female,Married,Primary completed,You own the land/plot together with someone else,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read and write,-10.91989576,39.38172881,No,Yes,No,No,Does not use mobile money
6925,33,Male,Single/never married,Some primary,You do not own or rent the land,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-1.94038467,32.85856349,No,No,No,No,Does not use any financial service
5146,57,Male,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 30 days,Yes,In the past 7 days,Monthly,Not applicable,Can read and write,Can neither read nor write,-9.33031317,33.71555106,Yes,Yes,Yes,No,Uses both
1169,42,Male,Married,Do not know,You personally own the land/plot where you live,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Private company/business,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Less often than monthly,Less often than monthly,Can read and write,Can read and write,-3.35037913,37.30188854,Yes,No,Yes,Yes,Uses both
3449,30,Male,Married,Primary completed,You do not own or rent the land,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,In the past 90 days,Never,Not applicable,Can read and write,Can read and write,-3.36559136,33.53726776,Yes,Yes,Yes,No,Uses both
5307,30,Male,Married,Primary completed,You personally own the land/plot where you live,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read only,-9.23731241,34.89157655,No,Yes,Yes,No,Does not use mobile money
1354,29,Female,Married,Post primary technical training,You personally own the land/plot where you live,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,"Personal services (hairdressers, massage, etc.)",No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-9.49385658,34.65333495,Yes,No,Yes,No,Uses both
393,25,Female,Single/never married,Primary completed,You do not own or rent the land,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,"Things you make (clothes, art, crafts)",Not applicable,Yes,6 months or longer ago,Yes,In the past 7 days,Monthly,Weekly,Can read and write,Can read and write,-10.67473747,35.64183403,Yes,Yes,Yes,No,Uses both
558,48,Male,Single/never married,Primary completed,You do not own or rent the land,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read only,-9.93089752,39.72115387,No,No,No,No,Does not use any financial service
1624,29,Female,Divorced,Primary completed,You do not own or rent the land,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Fish you catch yourself/aquaculture,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-3.90304871,35.81426291,No,No,No,No,Does not use any financial service
151,44,Female,Divorced,Primary completed,You do not own or rent the land,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 30 days,Yes,Yesterday/today,Less often than monthly,Weekly,Can read and write,Can write only,-6.83370162,39.24087062,Yes,No,No,No,Uses mobile money only
1515,40,Male,Married,No formal education,A household member owns the land/plot,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-3.62754058,33.40638784,No,No,No,No,Does not use any financial service
9233,21,Female,Married,Primary completed,The land/plot is rented,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Refused to read,Refused to read,-2.04015789,33.83592211,No,No,Yes,No,Does not use mobile money
5230,47,Male,Married,Some primary,You personally own the land/plot where you live,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,6 months or longer ago,Yes,6 months or longer ago,Less often than monthly,Not applicable,Can neither read nor write,Can neither read nor write,-2.74515319,31.88753692,Yes,No,Yes,No,Uses both
862,39,Male,Divorced,Primary completed,A household member owns the land/plot,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,In the past 30 days,Monthly,Not applicable,Can read and write,Can read only,-3.67416708,33.4410097,Yes,Yes,Yes,No,Uses both
3874,51,Male,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 30 days,No,Not applicable,Monthly,Less often than monthly,Can read and write,Can read and write,-7.75707127,35.48008133,Yes,Yes,No,No,Uses both
8078,26,Female,Widowed,Primary completed,The land/plot is rented,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 7 days,Yes,In the past 7 days,Less often than monthly,Not applicable,Can read and write,Can read and write,-7.2557727,31.39929365,Yes,Yes,Yes,No,Uses both
3920,21,Female,Married,Primary completed,You do not own or rent the land,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,Yes,In the past 30 days,No,Not applicable,Never,Not applicable,Can read and write,Can write only,-6.17026527,39.22253025,Yes,Yes,No,No,Uses both
9188,48,Male,Married,University or other higher education,You do not own or rent the land,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Government,Not applicable,Not applicable,Yes,In the past 90 days,No,Not applicable,Monthly,Less often than monthly,Can read and write,Can read and write,-10.51940931,38.67832566,Yes,Yes,No,Yes,Uses both
4551,29,Female,Married,Primary completed,The land/plot is rented,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Things you buy from others - agricultural products,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read only,-8.46032763,32.15847508,No,No,Yes,No,Does not use mobile money
2620,69,Male,Married,No formal education,You personally own the land/plot where you live,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,In the past 30 days,Never,Not applicable,Can read only,Can neither read nor write,-7.68149797,36.03874388,Yes,No,Yes,Yes,Uses both
3975,58,Female,Divorced,Primary completed,You do not own or rent the land,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,"Hospitality /Accommodation, restaurants, etc.",No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-2.7743338,32.70359252,No,Yes,Yes,No,Does not use mobile money
1209,36,Female,Divorced,Primary completed,You do not own or rent the land,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Individual who owns his own business,Not applicable,Not applicable,Yes,In the past 7 days,No,Not applicable,Weekly,Not applicable,Can read and write,Can neither read nor write,-1.49823944,33.80838533,Yes,Yes,No,No,Uses both
3696,19,Male,Single/never married,Primary completed,You do not own or rent the land,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,Yes,More than 90 days ago but less than 6 months ago,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-4.79615125,38.29238409,Yes,No,No,No,Uses mobile money only
2134,51,Female,Married,Primary completed,A household member owns the land/plot,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,Yes,More than 90 days ago but less than 6 months ago,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-2.4168124,32.93534714,Yes,No,No,No,Uses mobile money only
9410,65,Male,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,In the past 30 days,Weekly,Not applicable,Can read and write,Can neither read nor write,-7.28900961,38.99792171,Yes,No,Yes,No,Uses both
8259,53,Female,Married,Some primary,You own the land/plot together with someone else,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,More than 90 days ago but less than 6 months ago,Never,Not applicable,Can neither read nor write,Can neither read nor write,-11.04289071,37.43360887,No,No,No,No,Does not use any financial service
4922,52,Female,Widowed,Primary completed,You personally own the land/plot where you live,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-9.2401144,33.3392101,No,No,No,No,Does not use any financial service
4934,60,Female,Widowed,No formal education,The land/plot is rented,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-4.64239636,38.32172276,No,No,No,No,Does not use any financial service
5602,34,Male,Married,Some primary,You personally own the land/plot where you live,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read only,-8.29548706,31.52009092,No,No,No,No,Does not use any financial service
124,50,Female,Widowed,Primary completed,You do not own or rent the land,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Less often than monthly,Not applicable,Can read and write,Can neither read nor write,-6.88544157,39.15487472,Yes,No,No,No,Uses mobile money only
7990,20,Female,Single/never married,University or other higher education,A household member owns the land/plot,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,In the past 90 days,Never,Not applicable,Can read and write,Can read and write,-8.58424757,35.20765615,Yes,No,No,No,Uses mobile money only
7735,79,Male,Married,Some primary,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Livestock,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-2.03701413,33.02725406,No,Yes,Yes,Yes,Does not use mobile money
8847,19,Male,Single/never married,Some secondary,The land/plot is rented,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Individual who owns his own business,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read and write,-3.54557136,36.98624673,No,No,No,No,Does not use any financial service
804,17,Male,Single/never married,Some secondary,A household member owns the land/plot,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Not applicable,Not applicable,Not applicable,No,Not applicable,Yes,More than 90 days ago but less than 6 months ago,Less often than monthly,Not applicable,Can read and write,Can read and write,-10.28169602,40.19747509,Yes,No,No,No,Uses mobile money only
8065,48,Female,Married,Primary completed,You personally own the land/plot where you live,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-9.33519347,34.76612567,No,Yes,No,No,Does not use mobile money
5901,30,Female,Divorced,Primary completed,A household member owns the land/plot,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-11.10779697,39.32546201,No,No,No,No,Does not use any financial service
2196,33,Male,Married,Primary completed,The land/plot is rented,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Things you buy from others - non-agricultural products,Not applicable,No,Not applicable,No,Not applicable,Less often than monthly,Not applicable,Can read and write,Can neither read nor write,-9.2956571,32.75979208,Yes,No,Yes,No,Uses both
187,30,Female,Divorced,Primary completed,The land/plot is rented,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Not applicable,Not applicable,"Hospitality /Accommodation, restaurants, etc.",Yes,In the past 7 days,No,Not applicable,Monthly,Never,Can read and write,Can neither read nor write,-6.8190738,39.23891902,Yes,Yes,No,No,Uses both
8676,17,Female,Single/never married,Some secondary,You do not own or rent the land,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Not applicable,Not applicable,Not applicable,Yes,In the past 30 days,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-8.61632576,39.26433887,No,No,Yes,No,Does not use mobile money
3656,22,Male,Single/never married,Some secondary,A household member owns the land/plot,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read and write,-3.14734128,32.36980862,No,No,No,No,Does not use any financial service
6728,20,Male,Single/never married,University or other higher education,A household member owns the land/plot,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Not applicable,Not applicable,Not applicable,Yes,In the past 30 days,Yes,In the past 30 days,Monthly,Not applicable,Can read and write,Can read and write,-3.34885542,35.78177151,Yes,No,Yes,No,Uses both
7751,57,Male,Married,Primary completed,You personally own the land/plot where you live,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-5.60573615,36.56213198,No,No,Yes,No,Does not use mobile money
2448,30,Female,Married,Some primary,You do not own or rent the land,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-1.87536698,33.70180501,No,No,No,Yes,Does not use mobile money
